,NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,PT08.S1(CO)
5674,-200,15,1149,329,924,152,1473,1047,35.4,16.6,0.9385,1148
5675,-200,4.6,744,80,908,64,1394,815,22.3,55.8,1.4828,923
5676,-200,5.5,789,-200,828,-200,1432,874,19.8,66.9,1.5277,995
5677,-200,17.1,1214,232,707,154,1912,1120,31.4,25.3,1.1444,1121
5678,-200,15,1149,279,562,49,1710,1599,18.4,78.1,1.637,1212
5679,-200,9.5,959,332,760,149,1297,910,7.9,73.5,0.7883,1021
5680,-200,5.3,781,222,871,147,925,722,4.4,48.4,0.4087,943
5681,-200,0.3,407,37,1677,33,579,232,-0.6,40.1,0.2404,735
5682,-200,18.9,1265,255,620,124,2143,1307,16.4,72.4,1.3379,1384
5683,-200,17.7,1230,263,594,145,1924,1696,27.1,34.9,1.231,1282
5684,-200,2.3,603,48,1077,55,1459,589,25.8,50.9,1.6605,866
5685,-200,15.4,1161,173,661,122,1827,1593,30.2,30.9,1.3026,1222
5686,-200,6.8,848,100,1139,83,1208,579,22.8,16.1,0.4404,871
5687,-200,2.3,605,-200,1032,-200,1488,615,25.4,54.6,1.7432,853
5688,-200,29.2,1533,984,456,282,1532,2214,7.3,36.8,0.3771,1523
5689,-200,6.2,821,263,846,174,915,926,6.4,36.8,0.3566,999
5690,-200,16.4,1191,229,733,139,1885,1442,17.1,51.3,0.9914,1625
5691,-200,9.3,951,479,634,109,1327,1143,8.8,79.4,0.9033,1182
5692,62,3.4,677,73,1141,64,1435,659,14.6,58.8,0.9711,980
5693,-200,9.8,969,-200,1012,-200,1600,852,26.4,29.3,0.9889,1048
5694,435,13.5,1101,185,799,121,1700,996,14.7,48.7,0.8089,1221
5695,-200,16.9,1206,-200,615,-200,1523,1166,8.3,76.5,0.8426,1236
5696,-200,7.5,880,161,719,62,1580,924,22.9,65.7,1.8148,1062
5697,-200,3.1,658,227,898,141,922,706,11.1,43.3,0.572,922
5698,-200,10.6,999,428,578,161,1258,1547,17.4,33.2,0.6535,1223
5699,-200,7.5,877,293,735,129,1142,1104,6.4,74.9,0.7238,1111
5700,-200,1.3,529,16,1437,24,1435,466,16.5,82.3,1.5318,783
5701,-200,26,1453,276,684,176,2051,1569,18.6,36.2,0.7676,1667
5702,-200,3.3,668,184,841,106,1038,878,7.2,68.6,0.6978,960
5703,-200,14.8,1143,133,747,147,1840,896,37.2,21.6,1.3514,1104
5704,-200,6.4,829,82,1124,75,1333,621,26.1,21.1,0.7023,916
5705,-200,13,1082,452,642,148,1287,1237,4.7,82.8,0.7157,1298
5706,-200,7.1,863,-200,933,-200,1492,1074,18.8,45.8,0.9855,1020
5707,-200,26.9,1477,483,491,153,2114,1592,25.4,48.7,1.5594,1467
5708,-200,2.2,598,26,1228,39,1397,500,16.4,62.1,1.1493,888
5709,-200,13,1084,357,612,71,1674,1151,19.3,75.8,1.6762,1184
5710,-200,13.4,1097,141,723,152,1810,1015,39.3,22.2,1.552,1126
5711,618,36.7,1701,478,537,149,2665,2184,14.8,54.3,0.9076,1961
5712,-200,10.6,999,69,706,79,1766,878,34.7,35.9,1.9528,1118
5713,-200,10.8,1007,106,838,111,1464,730,36.8,13.7,0.8335,956
5714,-200,7,855,194,750,84,1231,1061,15,59.3,1.0045,1092
5715,737,21,1323,304,631,139,2001,1677,16.2,48.6,0.8892,1512
5716,254,10.8,1007,154,827,124,1604,1223,16.8,44,0.8341,1192
5717,-200,9.7,967,93,651,58,1825,1120,29.8,51.1,2.1054,1165
5718,-200,4,713,-200,937,-200,1351,777,17.7,70.3,1.4088,883
5719,-200,2.9,646,49,1117,47,1552,579,15.7,80.5,1.4236,967
5720,-200,2.7,636,84,1010,56,1308,687,18.2,76.6,1.5907,894
5721,649,18.4,1251,249,734,146,1754,1548,18.3,26.6,0.5529,1429
5722,-200,13.2,1092,114,667,118,1808,1135,29.1,38.9,1.5384,1149
5723,-200,20.1,1300,216,670,155,1923,1263,27.6,25.7,0.9382,1419
5724,-200,3,651,-200,1096,-200,1193,443,34.5,19.3,1.0369,864
5725,-200,4.5,740,195,705,134,1113,1064,10.2,57.9,0.7191,1128
5726,-200,13.3,1095,119,642,92,1816,1139,27.7,44.6,1.6304,1141
5727,-200,18.1,1243,183,632,128,1941,1511,19.2,52.3,1.1516,1382
5728,-200,7.7,886,179,863,68,1451,953,18.6,60,1.2757,969
5729,-200,8.3,911,98,949,91,1603,683,25.5,33.5,1.0767,1053
5730,-200,11.2,1020,132,645,111,1835,1063,28,49,1.8237,1150
5731,-200,13,1082,161,694,127,1792,1080,22.7,47.7,1.2977,1118
5732,-200,3.9,705,-200,857,-200,1578,843,22.8,63.7,1.7392,957
5733,-200,6.3,827,-200,942,-200,1529,742,16,56.2,1.0164,1027
5734,-200,17.9,1238,230,600,140,1809,1507,26.8,29.5,1.0209,1145
5735,-200,10.7,1003,-200,798,-200,1700,1177,16.9,54.8,1.0455,1297
5736,203,10.9,1012,111,806,108,1608,1054,17.9,43.5,0.884,1133
5737,-200,2.8,638,-200,1219,-200,1213,586,24.2,38.5,1.1491,869
5738,-200,23.6,1393,202,650,161,2144,1334,32.5,26,1.2502,1268
5739,-200,10.9,1009,273,553,119,1486,1108,19.7,51.8,1.1779,1218
5740,-200,17.7,1230,188,670,163,1905,1157,39.1,19.6,1.3542,1221
5741,-200,27.8,1498,-200,519,-200,2301,1657,22,58.3,1.5199,1540
5742,-200,3,653,41,1094,65,1367,822,18.4,45.7,0.9599,901
5743,-200,6.4,832,81,809,77,1566,778,25.7,46.8,1.523,935
5744,-200,6.9,851,102,824,68,1700,983,21.9,57,1.4742,1030
5745,-200,5.2,771,54,964,67,1518,947,17.6,57.6,1.1484,986
5746,-200,10.6,1000,485,624,202,1152,1280,7.7,42.1,0.444,1190
5747,-200,9.3,951,126,687,95,1729,1022,31.2,41.9,1.871,1122
5748,-200,8.7,929,269,648,145,1324,1029,16.1,52.8,0.9579,1182
5749,-200,43.7,1846,895,348,194,2595,2203,24.6,58.9,1.8005,1884
5750,-200,12.6,1071,252,1006,116,1380,940,37.1,15,0.9297,1054
5751,-200,-200,-200,436,-200,149,-200,-200,-200,-200,-200,-200
5752,-200,11.5,1031,163,633,124,1866,1067,28.4,50.7,1.9329,1180
5753,-200,16.3,1189,167,698,122,1824,1151,17.7,50.9,1.0232,1160
5754,-200,4.5,738,72,936,42,1471,843,19.1,76,1.6668,897
5755,202,6.8,850,88,906,79,1584,873,15.6,73.5,1.2953,1169
5756,-200,11.2,1022,-200,726,-200,1454,983,15.2,55.9,0.9572,1044
5757,55,2.9,646,71,1210,78,1325,555,13,59.6,0.886,1040
5758,-200,1.7,560,79,1169,53,1087,565,13.9,63.8,1.0079,827
5759,-200,5.2,772,45,1001,60,1308,516,40.3,12.6,0.9302,925
5760,-200,25,1428,285,664,118,2249,1378,21.7,44.2,1.1321,1201
5761,-200,2.9,647,117,824,85,1090,937,8.4,74.5,0.8241,1016
5762,555,18.9,1266,181,716,137,1849,1359,21.5,34.5,0.8746,1295
5763,,,,,,,,,,,,
5764,-200,7.9,894,57,761,64,1649,756,32.5,40.6,1.9481,970
5765,93,5.4,782,97,941,77,1505,988,11.6,76.4,1.0415,1075
5766,-200,1.7,559,25,1145,33,1255,584,22.5,48.6,1.3077,749
5767,-200,16.4,1193,496,547,110,1811,1386,23.2,65.6,1.8435,1394
5768,251,12.7,1073,120,847,96,1623,872,18,37.1,0.7598,1171
5769,553,23.7,1395,235,652,110,2080,1519,11.2,56.9,0.7565,1597
5770,-200,19.5,1283,203,640,160,2023,1232,37,21.9,1.3503,1255
5771,-200,20.7,1317,947,495,322,1425,1916,5.1,50.8,0.4499,1429
5772,-200,4.2,721,140,764,85,1216,617,25.1,34,1.068,1053
5773,-200,18.9,1265,523,507,91,1833,1475,20.2,65.8,1.5374,1353
5774,-200,19,1268,295,605,110,2046,1478,21.7,49.6,1.2673,1224
5775,-200,9.1,944,102,866,97,1541,833,30.1,23.5,0.9869,985
5776,-200,15,1147,431,621,209,1148,1315,6.9,30.7,0.3066,1146
5777,-200,15.3,1159,-200,545,-200,1493,1326,10.6,67.9,0.8666,1274
5778,-200,-200,-200,80,-200,86,-200,-200,-200,-200,-200,-200
5779,-200,4.5,740,-200,873,-200,1595,703,26.1,59,1.9669,974
5780,-200,15.1,1152,96,578,42,2003,1274,25.5,59.7,1.9193,1185
5781,-200,8,900,283,718,99,1280,1183,9.9,80.5,0.984,1146
5782,-200,2.3,609,58,1319,42,1190,468,20.2,46.7,1.0899,775
5783,-200,9.9,975,310,690,125,1418,990,17.4,57.3,1.1328,1092
5784,-200,14.1,1121,178,814,135,1732,1322,16,48.4,0.8768,1430
5785,-200,13.4,1097,137,735,93,1797,1027,20.7,42.4,1.0248,1131
5786,-200,1.5,547,-200,1482,-200,1239,375,14.3,51.7,0.8412,767
5787,-200,19.5,1283,-200,792,-200,1899,1101,25.3,30,0.952,1125
5788,-200,2.6,626,22,1263,38,1386,575,17.8,54.1,1.0938,760
5789,165,9.9,973,90,860,93,1634,839,27.5,31.6,1.1417,1257
5790,-200,11.4,1028,355,654,129,1287,1329,10.7,59.8,0.7674,1190
5791,-200,8.8,930,-200,849,-200,1691,985,12.8,80.8,1.1863,1163
5792,42,1.7,563,58,1415,60,1257,423,10.7,67.6,0.8703,917
5793,-200,9.5,961,235,702,156,1041,770,28.3,13.5,0.5139,1003
5794,57,3.3,673,56,1103,64,1387,905,13.7,61.6,0.9631,1005
5795,33,1.7,559,55,1441,70,1180,648,10.1,51.2,0.6341,898
5796,-200,10.1,983,337,728,133,979,1048,13.7,19.9,0.3114,1028
5797,-200,16.4,1192,340,492,128,1593,1486,13.8,66.4,1.0451,1365
5798,-200,6.7,845,57,845,70,1539,704,21.6,51.9,1.3254,940
5799,-200,3.4,675,184,903,94,1029,905,7.4,71.7,0.7434,973
5800,-200,3.6,687,142,867,89,1109,878,9.8,70.7,0.8571,1032
5801,324,11.8,1042,206,797,120,1641,1186,12.8,52,0.7643,1172
5802,-200,11.9,1046,146,777,137,1751,1102,29,33.6,1.3277,1105
5803,-200,7.6,883,106,718,42,1742,1051,23.4,65.7,1.872,1032
5804,425,15.3,1158,184,755,118,1791,1196,16.1,42.8,0.7783,1289
5805,-200,15.5,1165,583,533,192,1435,1605,7.6,59.8,0.6245,1280
5806,-200,32.3,1603,674,415,168,2199,1912,25.2,50.6,1.5989,1605
5807,-200,18.9,1265,481,640,174,1570,1502,26.1,24.8,0.8283,1166
5808,-200,2.4,610,102,1092,71,1120,636,13.1,67.7,1.0198,827
5809,-200,16.1,1181,184,645,164,1747,1350,38.1,18.5,1.2108,1245
5810,-200,17.8,1235,483,468,164,1702,1519,21,49.8,1.2208,1473
5811,-200,11.8,1043,152,727,125,1719,1042,23,46.2,1.2815,1147
5812,-200,8,900,386,918,147,910,946,12.7,21.3,0.3119,872
5813,226,11.5,1033,142,819,107,1669,1068,14.3,52.9,0.8581,1254
5814,-200,7.5,876,300,706,123,1264,1057,12.4,64.7,0.9266,1117
5815,-200,9,941,-200,734,-200,1175,965,11.3,44.1,0.5909,1035
5816,-200,7.9,894,104,823,100,1688,1025,27.2,41.1,1.4611,1063
5817,-200,-200,-200,201,-200,68,-200,-200,-200,-200,-200,-200
5818,-200,11.9,1045,136,781,128,1602,865,31.4,22.7,1.027,1003
5819,-200,5.5,788,60,1064,71,1310,562,35.8,13.4,0.7749,854
5820,-200,2.9,646,-200,951,-200,1376,607,23.7,56.2,1.6255,859
5821,-200,4.5,740,-200,1071,-200,1412,756,14.2,56.7,0.9111,911
5822,-200,3.6,688,179,924,116,909,629,9.6,43.5,0.5202,943
5823,-200,2.4,613,54,1133,47,1302,626,23,54,1.501,812
5824,-200,2,583,101,1126,77,765,441,5.6,37.5,0.3426,872
5825,47,0.9,489,21,1565,28,1171,363,11.1,60.1,0.7925,825
5826,-200,15.5,1165,-200,571,-200,1743,1230,27.1,40.9,1.4405,1319
5827,-200,11.4,1030,388,619,176,1257,1291,9.4,44.9,0.5296,1233
5828,790,28.9,1525,223,567,160,2226,1653,24.3,37.3,1.1199,1676
5829,-200,13,1084,123,757,110,1724,989,32.8,19.5,0.9515,1308
5830,-200,12.3,1061,163,619,76,1615,1178,24.6,52.2,1.5951,1221
5831,-200,9.8,972,279,834,102,1514,952,22.9,47.9,1.3208,1005
5832,-200,1.8,566,-200,1123,-200,1328,501,24.8,52.2,1.6086,813
5833,-200,4.5,735,175,863,118,953,630,9.8,44.1,0.5332,954
5834,-200,1.6,550,68,1126,45,1078,515,15.4,55.9,0.9722,870
5835,-200,11.7,1040,165,743,102,1740,1315,20.6,47.1,1.1287,1315
5836,-200,7.9,893,90,879,110,1609,791,38.9,21.4,1.4605,1089
5837,-200,18.2,1245,529,524,108,1742,1539,19.3,66.2,1.4706,1305
5838,-200,23.6,1393,279,560,95,2163,1495,15.5,62.2,1.0875,1500
5839,-200,8.5,920,75,718,62,1755,1062,23.8,65,1.8897,974
5840,-200,9.6,962,95,860,91,1658,802,35.1,21.8,1.2093,1067
5841,-200,14.7,1139,550,565,164,1568,1386,17.9,54.6,1.11,1312
5842,-200,-200,-200,82,-200,95,-200,-200,-200,-200,-200,-200
5843,-200,15.5,1163,189,717,160,1705,1139,29.7,25,1.0246,1093
5844,-200,6.5,836,-200,1085,-200,1429,920,16,47.9,0.8659,963
5845,-200,18.5,1253,565,514,225,1479,1615,8.4,54.7,0.6057,1326
5846,-200,4.3,727,174,724,93,1275,1010,16.5,63.8,1.1896,1079
5847,-200,20.1,1300,977,483,223,1524,1725,7.3,76.8,0.7904,1535
5848,-200,3.6,686,186,972,114,880,603,5.2,44.5,0.3968,872
5849,301,14.2,1123,166,816,125,1609,1068,20.4,26.7,0.6323,1176
5850,460,17.5,1225,299,661,135,1809,1654,17.1,42.1,0.812,1454
5851,-200,2.6,625,142,977,120,983,798,5.1,74.5,0.6626,937
5852,-200,9,940,95,815,103,1622,877,19.7,47.1,1.0666,1238
5853,-200,7,857,-200,767,-200,1634,689,29.1,46.9,1.8652,1000
5854,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5855,-200,37.3,1713,395,412,166,2643,2176,27,38.7,1.361,1626
5856,-200,3,652,-200,953,-200,1045,712,9.9,61.3,0.7499,919
5857,-200,10.1,983,-200,759,-200,1370,942,14.8,56.3,0.9459,981
5858,-200,2.6,624,38,1135,47,1319,656,16.4,50.2,0.931,881
5859,-200,14.3,1127,163,734,152,1694,928,36.5,18.1,1.0887,1056
5860,-200,52.1,2007,952,325,180,2775,2372,22.5,61.5,1.6579,1908
5861,-200,9.6,964,122,947,90,1577,829,21,29.6,0.7263,1110
5862,-200,6.4,828,90,928,87,1474,630,31.7,25.6,1.179,915
5863,-200,3.9,704,26,913,37,1529,676,23.8,55.3,1.6068,880
5864,-200,7.8,893,205,872,90,1287,953,15.6,51.9,0.9135,915
5865,-200,10,977,-200,725,-200,1562,998,14.6,82.9,1.3706,1095
5866,-200,22.8,1372,404,485,124,1945,1400,20.8,64.7,1.5692,1370
5867,-200,9.7,965,376,589,150,1399,1062,22.7,42.4,1.154,1293
5868,-200,9,938,-200,862,-200,1575,1057,12.7,64.9,0.9506,1068
5869,-200,13.6,1102,157,770,134,1868,1113,33.5,27.2,1.3859,1152
5870,163,8.2,907,108,957,106,1404,796,14.5,35.4,0.5839,1127
5871,-200,12.4,1065,176,728,109,1773,1228,21.9,39.4,1.0243,1090
5872,-200,16.8,1205,193,729,101,1984,1139,14.7,58.5,0.9688,1204
5873,-200,9.2,945,302,729,185,1073,1026,5.3,44.4,0.397,1024
5874,-200,13.6,1105,203,737,128,1666,1195,26,28.5,0.9484,1029
5875,-200,5.6,792,73,1247,79,1397,589,23.2,30.2,0.8442,873
5876,-200,5.4,782,75,1001,76,1607,874,19.5,59.4,1.3328,872
5877,-200,15.6,1167,499,515,192,1443,1632,12.3,48.3,0.6871,1349
5878,-200,10.9,1010,-200,811,-200,1709,947,18,46.7,0.9569,1105
5879,-200,7.3,868,77,833,86,1653,775,27.7,43.4,1.5833,1035
5880,-200,6.6,841,174,661,112,1317,1092,15.3,65.4,1.126,1090
5881,-200,24.9,1427,439,450,104,2085,1577,23.6,62.2,1.7863,1525
5882,-200,-200,-200,161,-200,126,-200,-200,-200,-200,-200,-200
5883,-200,3.1,659,126,973,69,1059,739,6.4,76.3,0.7389,965
5884,-200,2.4,616,21,1080,29,1532,596,23.8,61.3,1.7881,815
5885,126,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683,1087
5886,-200,7.4,874,-200,851,-200,1447,663,30.4,28.2,1.204,922
5887,-200,12.7,1073,720,628,210,1415,1198,11.8,76.1,1.0516,1147
5888,84,3.1,661,61,1181,67,1321,463,12.2,66.8,0.9455,967
5889,-200,12,1051,163,826,116,1758,1078,27.5,32.6,1.176,1056
5890,-200,6.4,831,68,847,71,1585,887,24.5,44.4,1.3476,983
5891,-200,44.7,1866,-200,378,-200,2612,2006,24.3,49.6,1.486,1723
5892,-200,4.1,715,165,884,101,1145,797,11,68.7,0.9001,987
5893,103,10.4,994,135,1013,104,1520,1045,26.8,18.7,0.65,1207
5894,-200,9.6,962,-200,690,-200,1589,946,26.5,45.9,1.5626,1236
5895,-200,5.2,771,212,807,143,982,735,9.3,42.3,0.4974,1023
5896,-200,3.4,675,95,1121,50,974,482,16.8,32.1,0.6073,789
5897,-200,19.1,1273,492,511,87,1806,1444,18.5,73.4,1.5461,1319
5898,-200,6,813,-200,898,-200,1274,772,15.4,57.7,1.0008,890
5899,-200,9.4,953,-200,691,-200,1526,1104,21.7,60.8,1.563,1162
5900,-200,10.6,999,129,833,118,1648,1013,23.7,39.4,1.1381,1238
5901,-200,9.6,962,265,594,130,1350,1052,23.6,34.8,0.9986,1136
5902,-200,10.2,987,71,737,104,1711,774,34,30.9,1.6158,1091
5903,-200,5,761,158,745,107,1237,942,13.5,70.8,1.0928,1025
5904,-200,10.2,985,108,735,104,1742,940,33.7,33.4,1.7186,1054
5905,-200,7.6,881,-200,748,-200,1001,1296,4.9,53.9,0.4693,1163
5906,-200,6,810,220,947,100,1027,631,13.4,36.3,0.5556,819
5907,-200,23.1,1381,-200,540,-200,1881,1402,21.5,44.5,1.129,1312
5908,-200,-200,-200,658,-200,122,-200,-200,-200,-200,-200,-200
5909,-200,1.1,508,93,1494,54,820,329,12.4,32,0.4583,705
5910,-200,-200,-200,1182,-200,236,-200,-200,-200,-200,-200,-200
5911,-200,6.7,843,357,762,114,1125,1089,6.4,76.3,0.7369,1063
5912,86,5.3,779,111,1080,98,1266,1013,11.3,40.3,0.5376,1054
5913,-200,16.5,1195,625,509,180,1513,1651,13.3,56.2,0.8548,1432
5914,-200,2.6,628,-200,1118,-200,1228,557,16.5,68.5,1.2753,871
5915,-200,1.2,522,-200,1241,-200,832,458,7.6,46.4,0.4869,783
5916,-200,-200,-200,92,-200,52,-200,-200,-200,-200,-200,-200
5917,-200,1.1,506,61,1142,56,905,453,7.8,55.7,0.5914,920
5918,-200,3.5,684,-200,1110,-200,1423,813,13.7,64.8,1.0135,1034
5919,-200,10.9,1012,-200,708,-200,1633,1138,24.4,42.6,1.2866,1077
5920,-200,5.6,791,213,804,146,953,690,11.5,33.1,0.4479,989
5921,-200,11.3,1025,-200,663,-200,1588,1073,26.6,43.7,1.5031,1229
5922,-200,8.8,933,72,743,72,1658,1257,27.7,40.5,1.4835,1053
5923,105,5.1,769,60,1078,79,1409,759,12.3,57.8,0.8224,1050
5924,-200,3.9,704,162,888,117,961,609,7.4,56,0.5797,967
5925,-200,2.2,598,111,878,76,1045,904,12.4,58.3,0.8364,959
5926,-200,15.3,1157,165,715,148,1935,1224,35.4,26.1,1.4806,1220
5927,-200,11,1015,406,594,136,1319,1769,9.8,68.6,0.8324,1410
5928,-200,4.4,734,115,799,90,1109,588,19.4,32.4,0.7239,1052
5929,-200,13,1085,-200,755,-200,1756,1051,19.8,44.6,1.0208,1420
5930,-200,4,713,42,994,58,1385,821,16.9,49.8,0.9544,951
5931,-200,0.8,479,51,1285,48,822,313,5.8,65,0.6029,859
5932,-200,12.9,1079,358,635,140,1496,1103,17,57.5,1.1071,1153
5933,-200,16.3,1190,637,583,121,1644,1358,13.4,78.8,1.2104,1453
5934,-200,2.5,618,30,1075,42,1442,529,25.1,55.3,1.733,847
5935,-200,4.3,726,218,921,136,779,523,10.2,25.6,0.3181,890
5936,-200,33.6,1633,-200,584,-200,2328,1745,23.8,33.7,0.9786,1649
5937,-200,-200,-200,89,-200,76,-200,-200,-200,-200,-200,-200
5938,-200,3.6,690,-200,983,-200,1570,743,22.9,57.7,1.5902,915
5939,-200,22.1,1354,455,490,114,1823,1506,21.7,53.1,1.3649,1385
5940,-200,0.5,444,-200,1558,-200,1050,394,14.4,57.6,0.9416,704
5941,-200,7.9,896,287,629,137,1308,1027,20.9,42.5,1.037,1109
5942,-200,34.5,1653,-200,388,-200,2537,1782,23.7,54,1.5627,1488
5943,-200,10.5,996,289,559,122,1456,1101,21.9,45.1,1.1687,1205
5944,-200,15.1,1152,193,739,142,1683,1309,42.6,9.6,0.8012,1068
5945,-200,10.3,990,148,734,116,1633,1284,25,38.3,1.198,1084
5946,-200,9.1,942,145,828,102,1713,876,32.9,28,1.3789,1090
5947,-200,17.2,1217,-200,599,-200,1975,1374,24.1,65.5,1.9371,1289
5948,-200,1.4,538,100,1285,79,621,343,1,34.3,0.2292,755
5949,-200,4.9,761,218,909,124,840,609,12.1,20.7,0.2906,923
5950,,,,,,,,,,,,
5951,-200,5.3,778,51,978,58,1387,500,27.2,28.2,1.0013,887
5952,-200,22.6,1368,-200,933,-200,1707,1284,28.6,18.7,0.7216,1131
5953,-200,4.6,741,53,1065,60,1277,479,38.6,14.6,0.9821,836
5954,-200,6.7,845,-200,877,-200,1379,575,35.9,20.3,1.18,962
5955,-200,21.5,1338,200,593,198,2132,1362,37.1,26.9,1.6635,1317
5956,294,13.4,1096,191,839,115,1587,1311,11.9,38.4,0.5341,1343
5957,-200,19.8,1292,679,643,155,1638,1694,16.9,54.2,1.0371,1407
5958,-200,25.2,1434,977,417,206,1790,2005,13.4,62.4,0.9513,1680
5959,-200,7.1,862,149,850,81,1436,957,20.6,53.2,1.2742,973
5960,-200,9.7,966,421,711,127,1250,1104,6.8,82.8,0.8216,1185
5961,-200,11.4,1029,622,637,172,1188,1611,8.1,54.1,0.5882,1328
5962,-200,5,763,-200,1043,-200,1462,608,17.9,49.9,1.0135,970
5963,-200,8.5,920,331,689,169,1139,1182,6.7,59.1,0.5848,1129
5964,-200,-200,-200,244,-200,82,-200,-200,-200,-200,-200,-200
5965,-200,3.5,682,67,1215,72,1378,472,20.3,42.6,1.0045,849
5966,-200,4.1,718,32,1109,47,1307,468,39.3,14.5,1.0149,852
5967,43,5,762,95,1328,92,1362,671,10.5,57.9,0.7352,1179
5968,-200,6.8,850,70,737,65,1604,702,29.8,43.4,1.7988,1072
5969,-200,7.7,886,353,922,142,947,835,8.9,34.5,0.3946,908
5970,-200,5.1,767,132,833,56,1416,866,16.8,81.3,1.5447,967
5971,-200,-200,-200,289,-200,100,-200,-200,-200,-200,-200,-200
5972,-200,4.9,758,167,820,104,1241,867,9.8,81.9,0.9923,1125
5973,-200,16.1,1184,613,582,143,1448,1276,9.3,71.2,0.8325,1256
5974,-200,7.8,889,72,725,56,1734,918,27.6,52.1,1.8936,1083
5975,-200,9.3,953,-200,988,-200,1483,758,27,22.2,0.7805,1053
5976,-200,11.7,1038,164,793,121,1598,1162,24.3,31,0.9268,1013
5977,-200,12.2,1055,146,817,-200,1734,993,34.4,21,1.1248,1076
5978,-200,10.3,990,378,745,140,1018,1059,15.1,20.8,0.3536,982
5979,-200,2.7,634,41,1200,56,1150,669,15.5,32.2,0.5641,837
5980,-200,8.2,908,86,822,83,1466,826,32.9,24.9,1.2269,937
5981,-200,10.6,1002,272,755,110,1536,1114,26.5,35.7,1.2149,1094
5982,-200,21.6,1340,-200,529,-200,2080,1500,23.2,68.4,1.9243,1393
5983,-200,20.1,1298,470,489,69,1940,1497,21.5,63.7,1.6186,1453
5984,-200,10.7,1005,64,669,98,1746,836,28,46.2,1.721,1092
5985,-200,6.4,830,73,906,100,1482,536,36.6,24.6,1.4872,986
5986,-200,11.5,1032,-200,797,-200,1701,969,10.5,79,1.0016,1207
5987,-200,8.4,917,83,1017,72,1577,704,30.3,25.2,1.0652,896
5988,-200,16.5,1196,713,524,175,1492,1653,11.7,62.7,0.8586,1396
5989,-200,3,654,-200,1037,-200,1254,481,31.9,26.8,1.2477,899
5990,-200,5,765,66,1029,86,1359,489,32,19.8,0.9273,881
5991,-200,-200,-200,433,-200,119,-200,-200,-200,-200,-200,-200
5992,-200,9.2,947,457,697,121,1404,1060,13.9,76.7,1.2098,1210
5993,-200,1.1,508,68,1048,58,1005,667,11.6,61,0.8299,911
5994,-200,10.9,1009,175,786,112,1625,986,23.3,34.5,0.9768,980
5995,-200,7.5,878,78,977,69,1694,825,19.3,68.8,1.519,1035
5996,-200,36.9,1705,357,507,151,2691,2147,23.4,46.1,1.3091,1496
5997,-200,29,1526,300,476,149,2559,1763,27.4,45.5,1.6396,1529
5998,-200,15.3,1157,186,760,147,1787,963,28.6,22.3,0.859,1051
5999,-200,2.5,618,183,933,121,899,575,14.2,36.9,0.5939,903
6000,-200,3.1,659,-200,1074,-200,1161,550,14.8,58.4,0.9777,809
6001,-200,11.2,1022,-200,645,-200,1592,1235,21.3,63,1.5798,1214
6002,-200,4.5,736,213,854,93,1069,923,8.1,68,0.7396,1020
6003,-200,7.2,866,139,907,90,1554,799,17.6,49.7,0.9944,1020
6004,-200,22.9,1375,792,471,217,1563,2112,10.5,51.1,0.6503,1558
6005,-200,12.4,1063,508,554,175,1432,1224,19.6,47.8,1.0781,1307
6006,-200,10.1,983,97,853,101,1680,862,23.9,40.9,1.1966,969
6007,-200,10.5,996,473,644,167,1217,1827,8.9,54.8,0.6244,1286
6008,-200,14.1,1121,357,630,185,1132,1405,9.5,25.2,0.2996,1125
6009,-200,3.3,669,115,791,78,1241,894,16.6,63,1.1784,1008
6010,-200,13.5,1101,159,913,114,1391,1103,29.2,9.8,0.3914,1047
6011,-200,0.8,477,21,1703,28,1301,380,19.1,52.7,1.1545,748
6012,-200,8.2,908,295,707,204,1025,1095,7.8,37.6,0.4004,1101
6013,-200,9.3,951,339,618,162,1162,1305,17.2,30.6,0.5949,1203
6014,-200,1.7,558,-200,1217,-200,1179,434,15,71,1.2032,786
6015,-200,28.5,1515,555,454,119,2119,1516,18,74.8,1.5281,1465
6016,-200,12.1,1053,-200,630,-200,1641,1153,25.8,47.8,1.5662,1278
6017,467,19.4,1280,177,661,134,1970,1476,23.4,39.7,1.1276,1567
6018,-200,19.1,1270,230,776,146,1833,1087,34.2,14.2,0.7502,1074
6019,-200,4,708,54,1084,58,1525,799,20.3,56,1.3204,833
6020,-200,34.1,1643,615,467,201,2088,1749,23.2,36.9,1.0346,1467
6021,-200,14.6,1135,600,622,213,1280,1474,11.4,45.4,0.6113,1241
6022,-200,3.8,699,193,851,140,1001,795,7.7,56.9,0.5994,1029
6023,-200,10.5,997,293,736,109,1552,914,15.6,75.7,1.3345,1103
6024,-200,6.3,827,-200,972,-200,1465,627,17.8,44.3,0.8929,1004
6025,-200,2.9,649,134,1035,83,1145,741,14.9,65.7,1.105,926
6026,-200,12.3,1059,-200,792,-200,1704,1182,16.8,50.4,0.9545,1114
6027,-200,13,1082,210,746,119,1790,1221,32.2,25.1,1.189,1091
6028,-200,11.9,1047,178,761,106,1549,841,29.6,28.6,1.1628,1059
